Date,Direction of Travel,Species
11/17/2013,OUT,ACRGRY
11/17/2013,IN,GASCAR
11/17/2013,OUT,ACRGRY
11/18/2013,OUT,NOTVIR
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,NOTVIR
11/18/2013,OUT,GASCAR
11/18/2013,OUT,AMBBIS
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/17/2013,OUT,ACRGRY
11/17/2013,OUT,RANUTR
11/17/2013,OUT,RANUTR
11/17/2013,IN,RANUTR
11/17/2013,,
11/18/2013,IN,GASCAR
11/18/2013,IN,ELEPLA
11/18/2013,OUT,ACRGRY
11/18/2013,IN,ELEPLA
11/18/2013,OUT,ACRGRY
11/18/2013,IN,RANUTR
11/18/2013,IN,DIAPUN
11/18/2013,IN,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,IN,BUFQUE
11/18/2013,IN,THASAU
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,NOTVIR
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,NOTVIR
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,NOTVIR
11/18/2013,OUT,NOTVIR
11/18/2013,IN,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,IN,THASAU
11/18/2013,OUT,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,OUT,GASCAR
11/18/2013,OUT,NOTVIR
11/18/2013,IN,ACRGRY
11/18/2013,IN,GASCAR
11/18/2013,OUT,ACRGRY
11/18/2013,IN,ELEPLA
11/18/2013,IN,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,GASCAR
11/18/2013,OUT,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,OUT,GASCAR
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,IN,KINSUB
11/18/2013,IN,CRAYFISH
11/18/2013,IN,CRAYFISH
11/18/2013,IN,CRAYFISH
11/18/2013,IN,CRAYFISH
11/18/2013,OUT,ACRGRY
11/18/2013,IN,NOTVIR
11/18/2013,OUT,NOTVIR
11/18/2013,IN,RANUTR
11/18/2013,IN,RANUTR
11/18/2013,IN,NOTVIR
11/18/2013,IN,CRAYFISH
11/18/2013,IN,ACRGRY
11/18/2013,IN,RANUTR
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,OUT,NOTVIR
11/18/2013,OUT,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,OUT,CRAYFISH
11/18/2013,IN,ACRGRY
11/18/2013,IN,RANUTR
11/18/2013,IN,THASAU
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,CRAYFISH
11/18/2013,IN,CRAYFISH
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,AMBBIS
11/18/2013,IN,CRAYFISH
11/18/2013,IN,CRAYFISH
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,IN,NOTVIR
11/18/2013,OUT,RANUTR
11/18/2013,OUT,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,OUT,NOTVIR
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,OUT,NOTVIR
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,CRAYFISH
11/18/2013,OUT,ACRGRY
11/18/2013,IN,SCILAT
11/18/2013,IN,ACRGRY
11/18/2013,IN,GASCAR
11/18/2013,OUT,ELEPLA
11/18/2013,IN,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,IN,AMBBIS
11/18/2013,IN,ACRGRY
11/19/2013,OUT,ACRGRY
11/19/2013,IN,PSEORN
11/19/2013,IN,ACRGRY
11/19/2013,IN,PSEORN
11/19/2013,IN,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,OUT,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,OUT,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,IN,RANUTR
11/19/2013,IN,ACRGRY
11/19/2013,IN,GASCAR
11/19/2013,OUT,GASCAR
11/19/2013,IN,ACRGRY
11/19/2013,IN,PSEORN
11/19/2013,OUT,ACRGRY
11/18/2013,IN,CRAYFISH
11/18/2013,IN,CRAYFISH
11/18/2013,OUT,NOTVIR
11/18/2013,OUT,BUFTER
11/18/2013,IN,RANUTR
11/18/2013,IN,RANUTR
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,RANUTR
11/18/2013,IN,NOTVIR
11/18/2013,IN,RANUTR
11/18/2013,IN,RANUTR
11/18/2013,OUT,NOTVIR
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,IN,CRAYFISH
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/18/2013,OUT,ACRGRY
11/18/2013,IN,RANUTR
11/18/2013,IN,ACRGRY
11/18/2013,IN,ACRGRY
11/19/2013,OUT,EURQUA
11/19/2013,OUT,NOTVIR
11/19/2013,IN,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,OUT,NOTVIR
11/19/2013,IN,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,IN,ELEPLA
11/19/2013,IN,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,OUT,NOTVIR
11/19/2013,IN,NOTVIR
11/19/2013,OUT,NOTVIR
11/19/2013,OUT,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,OUT,BUFQUE
11/19/2013,OUT,NOTVIR
11/19/2013,OUT,NOTVIR
11/19/2013,OUT,NOTVIR
11/19/2013,IN,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,IN,HYLFEM
11/19/2013,IN,ACRGRY
11/19/2013,OUT,ACRGRY
11/19/2013,OUT,NOTVIR
11/19/2013,IN,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,IN,AMBBIS
11/19/2013,IN,ACRGRY
11/19/2013,OUT,NOTVIR
11/19/2013,OUT,THASAU
11/19/2013,IN,ACRGRY
11/19/2013,IN,CRAYFISH
11/19/2013,OUT,ACRGRY
11/19/2013,,
11/19/2013,OUT,GASCAR
11/19/2013,OUT,GASCAR
11/19/2013,OUT,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,IN,ACRGRY
11/19/2013,OUT,EURQUA
11/20/2013,IN,ACRGRY
11/20/2013,IN,ACRGRY
11/20/2013,IN,BUFQUE
11/20/2013,IN,ACRGRY
11/20/2013,OUT,NOTVIR
11/20/2013,OUT,ACRGRY
11/20/2013,OUT,NOTVIR
11/20/2013,OUT,NOTVIR
11/20/2013,IN,ACRGRY
11/20/2013,IN,ACRGRY
11/20/2013,OUT,ACRGRY
11/20/2013,IN,NOTVIR
11/20/2013,IN,ELAGUT
11/20/2013,IN,ACRGRY
11/20/2013,OUT,NOTVIR
11/20/2013,IN,RANUTR
11/20/2013,IN,RANUTR
11/20/2013,OUT,RANUTR
11/20/2013,IN,RANUTR
11/20/2013,OUT,THASAU
11/20/2013,IN,REGRIG
11/21/2013,IN,ACRGRY
11/21/2013,IN,ACRGRY
11/21/2013,IN,ACRGRY
11/21/2013,IN,ACRGRY
11/21/2013,,
11/21/2013,IN,RANUTR
11/21/2013,OUT,OPHVEN
11/21/2013,OUT,EURQUA
11/21/2013,OUT,GASCAR
11/21/2013,IN,BLACAR
11/21/2013,IN,ACRGRY
11/21/2013,IN,RANUTR
11/21/2013,OUT,ACRGRY
11/21/2013,IN,PSEORN
11/21/2013,OUT,NOTVIR
11/21/2013,OUT,ELAGUT
11/21/2013,OUT,GASCAR
11/21/2013,OUT,NOTVIR
11/21/2013,OUT,NOTVIR
11/21/2013,IN,ACRGRY
11/21/2013,OUT,NOTVIR
11/21/2013,IN,AMBBIS
11/21/2013,OUT,NOTVIR
11/21/2013,IN,NOTVIR
11/21/2013,OUT,RANUTR
11/21/2013,IN,AMBBIS
11/21/2013,IN,ELEPLA
11/21/2013,IN,ACRGRY
11/22/2013,OUT,GASCAR
11/22/2013,IN,RANUTR
11/22/2013,OUT,GASCAR
11/22/2013,IN,AMBBIS
11/22/2013,OUT,PSEORN
11/22/2013,IN,NOTVIR
11/22/2013,IN,ACRGRY
11/22/2013,IN,NOTVIR
11/22/2013,OUT,ACRGRY
11/22/2013,OUT,GASCAR
11/22/2013,OUT,NOTVIR
11/22/2013,IN,AMBBIS
11/22/2013,OUT,ACRGRY
11/22/2013,IN,ACRGRY
11/22/2013,IN,ACRGRY
11/22/2013,OUT,PSEORN
11/22/2013,IN,ELAGUT
11/22/2013,IN,ACRGRY
11/22/2013,IN,ACRGRY
11/22/2013,OUT,GASCAR
11/22/2013,IN,TANCOR
11/22/2013,IN,ACRGRY
11/22/2013,OUT,NOTVIR
11/22/2013,,
11/22/2013,OUT,NOTVIR
11/22/2013,OUT,PSEORN
11/22/2013,IN,AMBBIS
11/22/2013,OUT,ELEPLA
11/23/2013,IN,RANUTR
11/23/2013,IN,ANOCAR
11/23/2013,IN,NOTVIR
11/23/2013,IN,NOTVIR
11/23/2013,IN,ACRGRY
11/23/2013,OUT,ACRGRY
11/23/2013,OUT,GASCAR
11/23/2013,IN,ACRGRY
11/23/2013,OUT,GASCAR
11/23/2013,IN,NOTVIR
11/23/2013,OUT,ACRGRY
11/23/2013,OUT,ELEPLA
11/23/2013,OUT,BUFQUE
11/23/2013,IN,ACRGRY
11/23/2013,IN,ACRGRY
11/23/2013,IN,ACRGRY
11/23/2013,IN,ACRGRY
11/23/2013,IN,ACRGRY
11/23/2013,OUT,ACRGRY
11/23/2013,IN,AMBBIS
11/23/2013,OUT,GASCAR
11/23/2013,OUT,ACRGRY
11/23/2013,OUT,AMBBIS
11/23/2013,IN,RANUTR
11/23/2013,IN,ACRGRY
11/23/2013,IN,ELAGUT
11/23/2013,IN,GASCAR
11/23/2013,IN,ACRGRY
11/23/2013,OUT,ACRGRY
11/23/2013,OUT,ACRGRY
11/23/2013,OUT,NOTVIR
11/23/2013,IN,ACRGRY
11/23/2013,IN,ACRGRY
11/23/2013,OUT,AMBBIS
11/23/2013,IN,AMBBIS
11/23/2013,IN,ACRGRY
11/23/2013,,
11/23/2013,OUT,NOTVIR
11/24/2013,,
11/24/2013,,
11/24/2013,IN,NOTVIR
11/24/2013,,
11/24/2013,OUT,NOTVIR
11/24/2013,,
11/25/2013,OUT,GASCAR
11/25/2013,IN,BUFTER
11/25/2013,IN,THASAU
11/25/2013,,
11/25/2013,,
11/25/2013,IN,ACRGRY
11/25/2013,OUT,EURQUA
11/25/2013,OUT,HYLFEM
11/25/2013,OUT,ACRGRY
11/25/2013,IN,ACRGRY
11/25/2013,,
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,OUT,HYLFEM
11/26/2013,OUT,ACRGRY
11/26/2013,OUT,NOTVIR
11/26/2013,IN,ACRGRY
11/26/2013,IN,KINSUB
11/26/2013,IN,KINSUB
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,OUT,HYLFEM
11/26/2013,OUT,EURQUA
11/26/2013,IN,EURQUA
11/26/2013,IN,EURQUA
11/26/2013,OUT,CRAYFISH
11/26/2013,OUT,EURQUA
11/26/2013,OUT,GASCAR
11/26/2013,OUT,NOTVIR
11/26/2013,OUT,NOTVIR
11/26/2013,OUT,ACRGRY
11/26/2013,OUT,BUFQUE
11/26/2013,OUT,HYLFEM
11/26/2013,OUT,ACRGRY
11/26/2013,OUT,ACRGRY
11/26/2013,OUT,SCAHOL
11/26/2013,OUT,ACRGRY
11/26/2013,OUT,ACRGRY
11/26/2013,OUT,NOTVIR
11/25/2013,,
11/25/2013,,
11/25/2013,IN,ACRGRY
11/25/2013,IN,ACRGRY
11/25/2013,IN,ACRGRY
11/25/2013,IN,ACRGRY
11/25/2013,OUT,AMBBIS
11/25/2013,OUT,ACRGRY
11/25/2013,IN,ACRGRY
11/25/2013,IN,NOTVIR
11/26/2013,IN,RANUTR
11/26/2013,IN,ACRGRY
11/26/2013,IN,RANUTR
11/26/2013,IN,ACRGRY
11/26/2013,OUT,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,AMBBIS
11/26/2013,IN,PSEORN
11/26/2013,IN,RANUTR
11/26/2013,OUT,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,AMBBIS
11/26/2013,IN,PSEORN
11/26/2013,IN,RANUTR
11/26/2013,OUT,ACRGRY
11/26/2013,IN,PSEORN
11/26/2013,IN,ACRGRY
11/26/2013,IN,EURQUA
11/26/2013,IN,AMBBIS
11/26/2013,IN,PSEORN
11/26/2013,OUT,RANUTR
11/26/2013,IN,ACRGRY
11/26/2013,OUT,AMBBIS
11/26/2013,IN,ACRGRY
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,OUT,BUFTER
11/26/2013,IN,AMBBIS
11/26/2013,OUT,BUFTER
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,RANUTR
11/26/2013,IN,ACRGRY
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,PSEORN
11/26/2013,OUT,ACRGRY
11/26/2013,IN,PSEORN
11/26/2013,IN,CRAYFISH
11/26/2013,OUT,NOTVIR
11/26/2013,IN,PSEORN
11/26/2013,IN,ACRGRY
11/26/2013,OUT,BUFTER
11/26/2013,OUT,ACRGRY
11/26/2013,IN,AMBBIS
11/26/2013,OUT,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,PSEORN
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,OUT,BUFQUE
11/26/2013,OUT,ACRGRY
11/26/2013,IN,GASCAR
11/26/2013,OUT,NOTVIR
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,OUT,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,OUT,RANUTR
11/26/2013,IN,PSEORN
11/26/2013,OUT,CRAYFISH
11/26/2013,OUT,CRAYFISH
11/26/2013,OUT,CRAYFISH
11/26/2013,OUT,REGRIG
11/26/2013,IN,ACRGRY
11/26/2013,OUT,ACRGRY
11/26/2013,OUT,CRAYFISH
11/26/2013,IN,NOTVIR
11/26/2013,IN,RANUTR
11/26/2013,OUT,BUFQUE
11/26/2013,OUT,ACRGRY
11/26/2013,OUT,NOTVIR
11/26/2013,IN,CRAYFISH
11/26/2013,IN,ACRGRY
11/26/2013,IN,NOTVIR
11/26/2013,IN,ACRGRY
11/26/2013,OUT,NOTVIR
11/26/2013,OUT,NOTVIR
11/26/2013,IN,ACRGRY
11/26/2013,,
11/27/2013,IN,NOTVIR
11/27/2013,OUT,NOTVIR
11/27/2013,IN,NOTVIR
11/27/2013,OUT,NOTVIR
11/27/2013,IN,ACRGRY
11/27/2013,OUT,NOTVIR
11/27/2013,IN,PSENIG
11/27/2013,IN,NOTVIR
11/26/2013,OUT,NOTVIR
11/26/2013,IN,PSEORN
11/26/2013,IN,CRAYFISH
11/26/2013,IN,CRAYFISH
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,RANUTR
11/26/2013,IN,RANUTR
11/26/2013,OUT,AMBBIS
11/26/2013,OUT,GASCAR
11/26/2013,OUT,CRAYFISH
11/26/2013,OUT,PSEORN
11/26/2013,OUT,AMBBIS
11/26/2013,IN,PSEORN
11/26/2013,OUT,THASAU
11/26/2013,OUT,THASAU
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,ACRGRY
11/26/2013,IN,ACRGRY
11/26/2013,IN,AMBBIS
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,RANUTR
11/26/2013,OUT,AMBBIS
11/26/2013,OUT,GASCAR
11/26/2013,OUT,GASCAR
11/26/2013,IN,PSEORN
11/26/2013,IN,RANUTR
11/26/2013,IN,CRAYFISH
11/26/2013,IN,AMBBIS
11/26/2013,IN,PSEORN
11/26/2013,IN,RANUTR
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,OUT,BUFTER
11/26/2013,OUT,AMBBIS
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,AMBBIS
11/26/2013,IN,RANUTR
11/26/2013,IN,PSEORN
11/26/2013,OUT,GASCAR
11/26/2013,IN,AMBBIS
11/26/2013,OUT,GASCAR
11/26/2013,OUT,BUFTER
11/26/2013,IN,CRAYFISH
11/26/2013,IN,CRAYFISH
11/26/2013,OUT,GASCAR
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,PSEORN
11/26/2013,IN,RANUTR
11/26/2013,IN,PSEORN
11/26/2013,IN,RANUTR
11/26/2013,OUT,GASCAR
11/26/2013,OUT,RANUTR
11/27/2013,IN,PSEORN
11/27/2013,OUT,CRAYFISH
11/27/2013,OUT,CRAYFISH
11/27/2013,OUT,CRAYFISH
11/27/2013,OUT,AMBBIS
11/27/2013,IN,RANUTR
11/27/2013,IN,PSEORN
11/27/2013,IN,PSEORN
11/27/2013,IN,PSEORN
11/27/2013,OUT,CRAYFISH
11/27/2013,IN,RANUTR
11/27/2013,OUT,AMBBIS
11/27/2013,OUT,GASCAR
11/27/2013,OUT,AMBBIS
11/27/2013,IN,PSENIG
11/27/2013,IN,RANUTR
11/27/2013,IN,PSEORN
11/27/2013,IN,RANUTR
11/27/2013,IN,CRAYFISH
11/27/2013,IN,PSEORN
11/27/2013,OUT,PSEORN
11/27/2013,OUT,GASCAR
11/27/2013,IN,PSEORN
11/27/2013,IN,ACRGRY
11/27/2013,IN,PSEORN
11/27/2013,IN,PSEORN
11/27/2013,OUT,NOTVIR
11/27/2013,IN,RANUTR
11/27/2013,OUT,NOTVIR
11/27/2013,OUT,GASCAR
11/27/2013,OUT,GASCAR
11/27/2013,OUT,RANUTR
11/27/2013,IN,PSEORN
11/27/2013,OUT,PSEORN
11/27/2013,OUT,CRAYFISH
11/27/2013,OUT,ACRGRY
11/27/2013,OUT,CRAYFISH
11/27/2013,IN,NOTVIR
11/27/2013,OUT,AMBBIS
11/27/2013,OUT,CRAYFISH
11/27/2013,OUT,GASCAR
11/27/2013,OUT,GASCAR
11/27/2013,IN,PSEORN
11/27/2013,OUT,CRAYFISH
11/27/2013,OUT,CRAYFISH
11/27/2013,IN,PSEORN
11/27/2013,OUT,NOTVIR
11/27/2013,OUT,PSEORN
11/27/2013,IN,PSEORN
11/27/2013,OUT,NOTVIR
11/27/2013,IN,EURQUA
11/27/2013,IN,CRAYFISH
11/27/2013,OUT,GASCAR
11/27/2013,OUT,NOTVIR
11/27/2013,IN,PSEORN
11/27/2013,IN,AMBBIS
11/27/2013,IN,GASCAR
11/27/2013,IN,PSEORN
11/27/2013,IN,RANUTR
11/27/2013,OUT,GASCAR
11/27/2013,IN,PSEORN
11/27/2013,IN,AMBBIS
11/27/2013,OUT,AMBBIS
11/27/2013,OUT,GASCAR
11/27/2013,IN,AMBBIS
11/27/2013,IN,PSEORN
11/27/2013,IN,ACRGRY
11/27/2013,OUT,EURQUA
11/27/2013,OUT,NOTVIR
11/27/2013,,
11/27/2013,IN,PSEORN
11/28/2013,IN,AMBBIS
11/28/2013,OUT,PSEORN
11/28/2013,OUT,NOTVIR
11/28/2013,IN,ACRGRY
11/28/2013,IN,ACRGRY
11/28/2013,OUT,NOTVIR
11/28/2013,OUT,NOTVIR
11/28/2013,IN,PSEORN
11/28/2013,IN,PSEORN
11/28/2013,,
11/29/2013,IN,GAMBUSIA
11/29/2013,OUT,GASCAR
11/29/2013,IN,PSEORN
11/29/2013,IN,GASCAR
11/29/2013,IN,RANUTR
11/29/2013,OUT,AMBBIS
11/29/2013,,
11/29/2013,,
11/29/2013,,
11/30/2013,,
11/30/2013,,
11/30/2013,IN,RANUTR
11/30/2013,IN,PSEORN
11/30/2013,OUT,NOTVIR
11/30/2013,IN,RANUTR
11/30/2013,IN,ACRGRY
11/30/2013,IN,PSEORN
11/30/2013,IN,PSEORN
11/30/2013,IN,PSEORN
11/30/2013,,
12/1/2013,IN,PSEORN
12/1/2013,IN,AMBBIS
12/1/2013,OUT,THASAU
12/1/2013,OUT,THASAU
12/1/2013,IN,NOTVIR
12/1/2013,IN,PSEORN
12/1/2013,IN,PSEORN
12/1/2013,IN,PSEORN
12/1/2013,IN,RANUTR
12/1/2013,IN,ACRGRY
12/1/2013,IN,PSEORN
12/1/2013,IN,PSEORN
12/1/2013,IN,PSEORN
12/1/2013,OUT,OPHVEN
12/1/2013,OUT,OPHVEN
12/1/2013,OUT,RANUTR
12/1/2013,IN,PSEORN
12/1/2013,IN,PSEORN
12/1/2013,IN,PSEORN
12/1/2013,IN,PSEORN
12/1/2013,IN,ACRGRY
12/1/2013,IN,ACRGRY
12/1/2013,OUT,PSEORN
12/1/2013,OUT,PSEORN
12/1/2013,OUT,PSEORN
12/2/2013,IN,RANUTR
12/2/2013,IN,PSEORN
12/2/2013,IN,ACRGRY
12/2/2013,IN,ACRGRY
12/2/2013,IN,RANUTR
12/2/2013,IN,NOTVIR
12/2/2013,IN,ACRGRY
12/2/2013,IN,ACRGRY
12/2/2013,IN,AMBBIS
12/2/2013,OUT,CRAYFISH
12/2/2013,OUT,NOTVIR
12/2/2013,OUT,PSEORN
12/2/2013,IN,EURQUA
12/2/2013,OUT,THASAU
12/2/2013,OUT,SCILAT
12/2/2013,OUT,ACRGRY
12/2/2013,OUT,OPHVEN
12/2/2013,IN,PSEORN
12/2/2013,OUT,OPHVEN
12/2/2013,OUT,RANUTR
12/2/2013,OUT,PSEORN
12/2/2013,OUT,NOTVIR
12/2/2013,IN,ACRGRY
12/2/2013,IN,PSEORN
12/2/2013,IN,RANUTR
12/2/2013,IN,RANUTR
12/2/2013,IN,RANUTR
12/2/2013,OUT,PSEORN
12/2/2013,IN,RANUTR
12/2/2013,OUT,PSEORN
12/2/2013,OUT,PSEORN
12/2/2013,IN,RANUTR
12/2/2013,IN,ACRGRY
12/2/2013,OUT,NOTVIR
12/2/2013,IN,CRAYFISH
12/2/2013,OUT,PSEORN
12/3/2013,OUT,PSEORN
12/3/2013,IN,PSEORN
12/3/2013,IN,PSEORN
12/3/2013,IN,RANUTR
12/3/2013,IN,CRAYFISH
12/3/2013,OUT,SCILAT
12/3/2013,IN,NOTVIR
12/3/2013,IN,PSEORN
12/3/2013,OUT,RANUTR
12/3/2013,IN,PSEORN
12/3/2013,IN,NOTVIR
12/3/2013,OUT,THASAU
12/3/2013,IN,RANUTR
12/3/2013,OUT,OPHVEN
12/3/2013,IN,THASAU
12/3/2013,OUT,THASAU
12/3/2013,OUT,SCILAT
12/3/2013,OUT,SCILAT
12/3/2013,OUT,NOTVIR
12/3/2013,OUT,PSEORN
12/3/2013,OUT,RANUTR
12/3/2013,OUT,RANUTR
12/3/2013,OUT,PSEORN
12/3/2013,IN,RANUTR
12/3/2013,OUT,PSEORN
12/3/2013,IN,RANUTR
12/3/2013,OUT,GASCAR
12/3/2013,OUT,GASCAR
12/3/2013,IN,PSEORN
12/3/2013,OUT,PSEORN
12/3/2013,OUT,PSEORN
12/3/2013,IN,ACRGRY
12/3/2013,OUT,PSEORN
12/3/2013,IN,AMBBIS
12/3/2013,IN,RANUTR
12/3/2013,IN,RANUTR
12/3/2013,IN,RANUTR
12/3/2013,OUT,EURQUA
12/3/2013,OUT,GASCAR
12/3/2013,OUT,PSENIG
12/3/2013,IN,PSEORN
12/3/2013,OUT,PSEORN
12/3/2013,IN,NOTVIR
12/3/2013,OUT,PSEORN
12/3/2013,IN,NOTVIR
12/3/2013,IN,PSEORN
12/4/2013,IN,RANUTR
12/4/2013,IN,RANUTR
12/4/2013,OUT,PSEORN
12/4/2013,IN,ACRGRY
12/4/2013,OUT,GASCAR
12/4/2013,IN,ACRGRY
12/4/2013,OUT,PSEORN
12/4/2013,OUT,PSEORN
12/4/2013,OUT,PSEORN
12/4/2013,IN,RANUTR
12/4/2013,IN,PSEORN
12/4/2013,OUT,PSEORN
12/4/2013,OUT,PSEORN
12/4/2013,IN,ACRGRY
12/4/2013,OUT,PSEORN
12/4/2013,IN,RANUTR
12/4/2013,OUT,PSEORN
12/4/2013,IN,ACRGRY
12/4/2013,OUT,GASCAR
12/4/2013,OUT,GASCAR
12/4/2013,OUT,PSEORN
12/4/2013,IN,NOTVIR
12/4/2013,IN,ACRGRY
12/4/2013,IN,PSEORN
12/4/2013,OUT,NOTVIR
12/4/2013,IN,NOTVIR
12/4/2013,IN,ACRGRY
12/4/2013,OUT,RANUTR
12/4/2013,OUT,PSEORN
12/4/2013,OUT,RANUTR
12/4/2013,IN,RANUTR
12/4/2013,OUT,BUFTER
12/4/2013,OUT,AGKPIS
12/4/2013,IN,RANUTR
12/4/2013,IN,REGRIG
12/4/2013,OUT,PSEORN
12/4/2013,IN,PSEORN
12/4/2013,OUT,GASCAR
12/4/2013,IN,RANUTR
12/4/2013,OUT,RANUTR
12/4/2013,OUT,NOTVIR
12/4/2013,IN,PSEORN
